"PointID","x","y","Adjoint_Density","Adjoint_Momentum_x","Adjoint_Momentum_y","Adjoint_Energy","Sensitivity_x","Sensitivity_y","Surface_Sensitivity"
124, 1.422899961470000e-01, 5.263443049277360e-02, -4.684071308541629e+01, 6.462139034715988e-01, -1.481003817185645e-02, -2.179683635358489e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.064191164905440e-01
125, 1.534900069240000e-01, 5.379977779145956e-02, -7.731140068727071e+01, 7.450287798702014e-01, -1.514418687963016e-03, -3.174575929961463e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.684798914435738e-01
126, 1.650400012730000e-01, 5.486709202536137e-02, -1.024433212014432e+02, 8.262684231765167e-01, 7.532412530739814e-03, -3.992720298662012e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.389074674515545e-01
127, 1.769299954180000e-01, 5.583513598033686e-02, -1.239994115116394e+02, 8.958565154699040e-01, 1.412506133682984e-02, -4.692613790126730e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.198109560712209e-01
128, 1.891400069000000e-01, 5.670228146432130e-02, -1.434687454075429e+02, 9.585232968420621e-01, 1.919092473385902e-02, -5.323720381758966e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.073493207274850e-01
129, 2.016600072380000e-01, 5.746811193675738e-02, -1.614054662153029e+02, 1.016140701974156e+00, 2.281368581799733e-02, -5.901357444878760e-04, 0.000000000000000e+00, 0.000000000000000e+00, -9.639219091899537e-02
130, 2.144699990750000e-01, 5.813197420944613e-02, -1.775955150280486e+02, 1.068076385784356e+00, 2.524413365639746e-02, -6.427213209646723e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.569597280587936e-02
131, 2.275699973110000e-01, 5.869456802648413e-02, -1.921543817628386e+02, 1.114577803290850e+00, 2.638910446484944e-02, -6.895627216650433e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.466146050021980e-02
132, 2.409400045870000e-01, 5.915585896897953e-02, -2.048233114826957e+02, 1.155101382072042e+00, 2.671408780593750e-02, -7.307267214149127e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.403626336262629e-02
133, 2.545700073240000e-01, 5.951657836311273e-02, -2.157261274009351e+02, 1.189836329452928e+00, 2.621025646340537e-02, -7.661046191238612e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.392113625174447e-02
134, 2.684499919410000e-01, 5.977765596976551e-02, -2.249802284536154e+02, 1.219400131506544e+00, 2.504177535471399e-02, -7.960587208328475e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.478572713946705e-02
135, 2.825500071050000e-01, 5.994005483718394e-02, -2.326857772594699e+02, 1.243956153759998e+00, 2.361376297066572e-02, -8.213249214194732e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.743783685932875e-02
136, 2.968699932100000e-01, 6.000550062925582e-02, -2.393884469115211e+02, 1.265344262961912e+00, 2.174397646554181e-02, -8.428257496288663e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.153641054406808e-02
137, 3.113999962810000e-01, 5.997565198183213e-02, -2.451048523972868e+02, 1.283579456262921e+00, 1.999750329222008e-02, -8.616397968681710e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.729284249177326e-02
138, 3.261100053790000e-01, 5.985254444802346e-02, -2.503155837401025e+02, 1.300196590367826e+00, 1.791606593601136e-02, -8.781930748732805e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.346291494165544e-02
139, 3.409900069240000e-01, 5.963847719943702e-02, -2.547614632507106e+02, 1.314382954824334e+00, 1.602837221593133e-02, -8.928848937097421e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.021549027619578e-02
140, 3.560400009160000e-01, 5.933561549045978e-02, -2.588071019236865e+02, 1.327289916483788e+00, 1.384963229968549e-02, -9.056435454314724e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.712528620192896e-02
141, 3.712300062180000e-01, 5.894684318665333e-02, -2.621926024202461e+02, 1.338155115321736e+00, 1.190787231365510e-02, -9.169614206505287e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.463065535086421e-02
142, 3.865399956700000e-01, 5.847520956655861e-02, -2.652216897118892e+02, 1.347870822978670e+00, 9.635320811572971e-03, -9.263879600909331e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.162228346626256e-02
143, 4.019699990750000e-01, 5.792324246601335e-02, -2.675048478291483e+02, 1.355347615929053e+00, 7.685101230134596e-03, -9.341351922047325e-04, 0.000000000000000e+00, 0.000000000000000e+00, -9.348625913348807e-03
144, 4.174999892710000e-01, 5.729416860686566e-02, -2.696273278592737e+02, 1.362183029008099e+00, 5.584832079531010e-03, -9.406128169404460e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.675981924303937e-03
145, 4.331099987030000e-01, 5.659141825851464e-02, -2.714945991377860e+02, 1.368381044600350e+00, 3.989934946465483e-03, -9.466309512556001e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.862083248975609e-03
146, 4.487800002100000e-01, 5.581859897363720e-02, -2.732535712618288e+02, 1.374131494485795e+00, 2.462733095565479e-03, -9.522658503126203e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.103144558592444e-03
147, 4.645099937920000e-01, 5.497835513414191e-02, -2.745331961513310e+02, 1.378460957856654e+00, 7.971973083941291e-04, -9.562200359705084e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.231809167299573e-03
148, 4.802699983120000e-01, 5.407492053959814e-02, -2.746424300681915e+02, 1.379100271689280e+00, -8.387006498943222e-04, -9.568478511440042e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.282219392403945e-03
149, 4.960500001910000e-01, 5.311153541819326e-02, -2.736995555346974e+02, 1.376431895526109e+00, -2.383885908528934e-03, -9.533397024697796e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.762828121643775e-03
150, 5.118399858470000e-01, 5.209138375948307e-02, -2.720246087640249e+02, 1.371535558333047e+00, -3.120716524165036e-03, -9.481240395851350e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.175956953562478e-02
151, 5.276100039480000e-01, 5.101897737545535e-02, -2.700231508038367e+02, 1.365645092400549e+00, -3.610219089224269e-03, -9.407886999669378e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.854863886223242e-02
152, 5.433599948880000e-01, 4.989683951066199e-02, -2.659396434159273e+02, 1.353668370333810e+00, -2.529713845168572e-03, -9.275220987418520e-04, 0.000000000000000e+00, 0.000000000000000e+00, 2.868879296698509e-02
153, 5.590599775310000e-01, 4.872955796694115e-02, -2.590234525755961e+02, 1.333033138312702e+00, 2.221551509249624e-04, -9.061006821166572e-04, 0.000000000000000e+00, 0.000000000000000e+00, 4.048677921205818e-02
154, 5.747100114820000e-01, 4.751950934859488e-02, -2.487237407939463e+02, 1.302778563979268e+00, 2.886640341605037e-03, -8.757167809534919e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.981051367643798e-02
155, 5.902799963950000e-01, 4.627132533375768e-02, -2.339067572453348e+02, 1.258010324406476e+00, 3.503413252465848e-04, -8.318631589833646e-04, 0.000000000000000e+00, 0.000000000000000e+00, 8.631550279598346e-02
156, 6.057599782940000e-01, 4.498807223669178e-02, -2.138268988490211e+02, 1.196408132715769e+00, -2.678341880269849e-03, -7.649562265579037e-04, 0.000000000000000e+00, 0.000000000000000e+00, 5.324811686654646e-02
157, 6.211299896240000e-01, 4.367359094194759e-02, -1.918029390258168e+02, 1.128108391975331e+00, 4.576030833989205e-03, -6.896831212585754e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.438179828865517e-02
158, 6.363800168040000e-01, 4.233084266562091e-02, -1.775041486976259e+02, 1.078618705512558e+00, 1.573937845113463e-02, -6.415668239777219e-04, 0.000000000000000e+00, 0.000000000000000e+00, 1.268866574541189e-01
159, 6.514999866490000e-01, 4.096270419333766e-02, -1.726398807669140e+02, 1.055450725526275e+00, 1.698500711488801e-02, -6.283114489793707e-04, 0.000000000000000e+00, 0.000000000000000e+00, 6.311185121504520e-02
160, 6.664699912070000e-01, 3.957289370556494e-02, -1.728089502613040e+02, 1.056299498672067e+00, 1.665580266791481e-02, -6.290314485962743e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.335290337289544e-03
161, 6.812700033190000e-01, 3.816515293304169e-02, -1.738538958508917e+02, 1.061093452051524e+00, 1.581112811206439e-02, -6.316855254902880e-04, 0.000000000000000e+00, 0.000000000000000e+00, -7.948999634356017e-03
162, 6.958900094030001e-01, 3.674225211597043e-02, -1.744882511960162e+02, 1.063748759638681e+00, 1.590500088173120e-02, -6.343303979757907e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.608528563279299e-03
163, 7.103199958800001e-01, 3.530689307158652e-02, -1.755191066622346e+02, 1.068064707742314e+00, 1.510845213346744e-02, -6.371423305050878e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.725816688266447e-03
164, 7.245299816130000e-01, 3.386376679305321e-02, -1.764479460160197e+02, 1.071886617137734e+00, 1.488556290713164e-02, -6.407996056182777e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.543506599005378e-03
165, 7.385200262070000e-01, 3.241453277608040e-02, -1.777338500017211e+02, 1.077071272474887e+00, 1.398640311905456e-02, -6.442999248986715e-04, 0.000000000000000e+00, 0.000000000000000e+00, -8.926994060813785e-03
166, 7.522799968720000e-01, 3.096181144522562e-02, -1.788197557989282e+02, 1.081258388321532e+00, 1.374285536696062e-02, -6.483770777532456e-04, 0.000000000000000e+00, 0.000000000000000e+00, -9.961544778928286e-03
167, 7.657799720760000e-01, 2.951033727360171e-02, -1.802890607580063e+02, 1.086872666662088e+00, 1.277211802648792e-02, -6.522971635475665e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.064668090876679e-02
168, 7.790099978450000e-01, 2.806276676215449e-02, -1.815820929718799e+02, 1.091509621634917e+00, 1.252673071193960e-02, -6.569049405103265e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.217162042920947e-02
169, 7.919700145720000e-01, 2.662062628442961e-02, -1.833081038599022e+02, 1.097643635143878e+00, 1.158882065171681e-02, -6.613619924605173e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.344031746676978e-02
170, 8.046399950980000e-01, 2.518763605296113e-02, -1.849319116517958e+02, 1.102913063568927e+00, 1.158228640444584e-02, -6.668140948461050e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.644084953897285e-02
171, 8.170099854470000e-01, 2.376642068849115e-02, -1.871970601110034e+02, 1.110252392736076e+00, 1.083725186704915e-02, -6.728270877128737e-04, 0.000000000000000e+00, 0.000000000000000e+00, -1.905971142907673e-02
172, 8.290500044819999e-01, 2.236196298315981e-02, -1.894160621179376e+02, 1.117154303516396e+00, 1.031732345796301e-02, -6.804350058702493e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.222915158304007e-02
173, 8.407700061800000e-01, 2.097463226217677e-02, -1.925544513526793e+02, 1.129298508007525e+00, 7.179445987522499e-03, -6.904160180884557e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.370662112825438e-02
174, 8.521599769590000e-01, 1.960709133914372e-02, -1.961053931624324e+02, 1.147415048386167e+00, 3.574523846749257e-03, -7.038138485076870e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.433949222933921e-02
175, 8.631799817090000e-01, 1.826569132102762e-02, -2.003694319164450e+02, 1.171947775092808e+00, -1.111690105874696e-03, -7.201560542551280e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.410738783990661e-02
176, 8.738499879840000e-01, 1.694956337677533e-02, -2.047898038913563e+02, 1.199323810651476e+00, -5.562985428615642e-03, -7.372736985765649e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.390008426347345e-02
177, 8.841500282290000e-01, 1.566269158090452e-02, -2.093333757084017e+02, 1.229081207564832e+00, -1.011058557746561e-02, -7.561813092093693e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.542916888120240e-02
178, 8.940600156780000e-01, 1.440916392228702e-02, -2.144697408619387e+02, 1.263133780457388e+00, -1.553162830865206e-02, -7.765209584499143e-04, 0.000000000000000e+00, 0.000000000000000e+00, -2.765406720765697e-02
179, 9.035800099370001e-01, 1.319055953446835e-02, -2.199043152755131e+02, 1.299957142779105e+00, -2.079533780895827e-02, -7.994501311979323e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.135244247463087e-02
180, 9.126999974250000e-01, 1.200973104171110e-02, -2.260415553329746e+02, 1.341063564474356e+00, -2.713344493245596e-02, -8.242244130202691e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.486173765264795e-02
181, 9.214000105860000e-01, 1.087086069705918e-02, -2.325470570453964e+02, 1.385262139680189e+00, -3.358828013205471e-02, -8.518414480422576e-04, 0.000000000000000e+00, 0.000000000000000e+00, -3.925899046760811e-02
182, 9.296900033950000e-01, 9.774221272349531e-03, -2.398106855124898e+02, 1.434332236940506e+00, -4.124510716561063e-02, -8.817697011068335e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.371182692910633e-02
183, 9.375399947170000e-01, 8.725349486403867e-03, -2.475651741028109e+02, 1.487489929704185e+00, -4.921829158431827e-02, -9.152111894768120e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.960306360550863e-02
184, 9.449599981310000e-01, 7.724467125531491e-03, -2.562649911110012e+02, 1.546905313163015e+00, -5.865643821267266e-02, -9.520727925862971e-04, 0.000000000000000e+00, 0.000000000000000e+00, -5.607577734605536e-02
185, 9.519400000570000e-01, 6.774428848839826e-03, -2.657379508889254e+02, 1.612382494491645e+00, -6.874344042914911e-02, -9.936787743531437e-04, 0.000000000000000e+00, 0.000000000000000e+00, -6.442971258897155e-02
186, 9.584699869160000e-01, 5.878077433056352e-03, -2.764154077245366e+02, 1.686195858859350e+00, -8.054847063537406e-02, -1.040491979042603e-03, 0.000000000000000e+00, 0.000000000000000e+00, -7.422403037950334e-02
187, 9.645400047300000e-01, 5.038225493362627e-03, -2.883024262918972e+02, 1.769110345122019e+00, -9.357520002894713e-02, -1.094114787898637e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.683634637543874e-02
188, 9.701499938960000e-01, 4.256268552403566e-03, -3.018312498122118e+02, 1.863783134480184e+00, -1.087555012193157e-01, -1.155951678854505e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.027248393856181e-01
189, 9.752799868580000e-01, 3.536324145770189e-03, -3.172789147085902e+02, 1.972597312901417e+00, -1.261158366634562e-01, -1.228568956398931e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.236415677906969e-01
190, 9.799500107769999e-01, 2.876826092032643e-03, -3.352057707371677e+02, 2.099534425635424e+00, -1.464181901026104e-01, -1.315026196927171e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.516518537937029e-01
191, 9.841300249100000e-01, 2.283176811071472e-03, -3.562012533472008e+02, 2.249287941765906e+00, -1.701159229057947e-01, -1.420424729731867e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.907061219157481e-01
192, 9.878399968150000e-01, 1.753609743384430e-03, -3.812142385010598e+02, 2.428814861276131e+00, -1.980419835949164e-01, -1.551852147852776e-03, 0.000000000000000e+00, 0.000000000000000e+00, -2.482016797118800e-01
193, 9.910500049590000e-01, 1.293363843462116e-03, -4.114154975125822e+02, 2.648390118525443e+00, -2.303726957434995e-01, -1.723068891513423e-03, 0.000000000000000e+00, 0.000000000000000e+00, -3.383852119871741e-01
194, 9.937800168990000e-01, 9.004365425509819e-04, -4.488941134574828e+02, 2.924810084855915e+00, -2.658763055663825e-01, -1.956310708133400e-03, 0.000000000000000e+00, 0.000000000000000e+00, -4.978003668635837e-01
195, 9.960200190539999e-01, 5.769983605901485e-04, -4.981652022482979e+02, 3.297265384919609e+00, -3.061434690560401e-01, -2.313197013421812e-03, 0.000000000000000e+00, 0.000000000000000e+00, -8.304854420124682e-01
196, 9.977599978450000e-01, 3.251111630156300e-04, -5.767119125090592e+02, 3.894017889543799e+00, -3.529750192358074e-01, -2.923046194915386e-03, 0.000000000000000e+00, 0.000000000000000e+00, -1.343392371526916e+00
197, 9.990000128750000e-01, 1.452537504052920e-04, -6.685769786670376e+02, 4.701091466234695e+00, -4.216704806717726e-01, -3.946060099662567e-03, 0.000000000000000e+00, 0.000000000000000e+00, -5.515618763446396e+00
198, 9.997500181200000e-01, 3.632896519016437e-05, -1.182084186584909e+03, 9.073512869558508e+00, -1.145290926557691e+00, -8.876968948372912e-03, 0.000000000000000e+00, 0.000000000000000e+00, 1.701255496816544e+01
199, 1.000000000000000e+00, 0.000000000000000e+00, -3.167318659428704e+00, -2.654795076572510e-01, -1.415891950240099e+01, -1.043670852011248e-04, 0.000000000000000e+00, 0.000000000000000e+00, -4.287767640074103e-03
